14121,location 118,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-19 - 19 - ,-resource_type 2 - ,-severity_type 2 - ,1
11401,location 388,-event_type 34 - event_type 35 - event_type 20 - ,-feature 227 - feature 134 - feature 357 - feature 312 - feature 358 - feature 95 - feature 301 - feature 232 - feature 219 - feature 307 - ,-1 - 1 - 1 - 2 - 1 - 1 - 2 - 1 - 1 - 3 - ,-resource_type 2 - ,-severity_type 1 - ,1
9616,location 257,-event_type 35 - event_type 34 - ,-feature 313 - feature 227 - feature 312 - feature 232 - feature 233 - feature 307 - ,-2 - 4 - 1 - 1 - 2 - 4 - ,-resource_type 2 - ,-severity_type 2 - ,0
2997,location 995,-event_type 11 - event_type 15 - ,-feature 71 - ,-2 - ,-resource_type 8 - ,-severity_type 1 - ,2
3386,location 989,-event_type 11 - ,-feature 54 - feature 170 - ,-3 - 5 - ,-resource_type 8 - ,-severity_type 1 - ,1
16124,location 122,-event_type 35 - event_type 34 - ,-feature 307 - feature 235 - feature 312 - feature 233 - feature 227 - feature 232 - feature 315 - feature 313 - ,-12 - 7 - 11 - 10 - 11 - 11 - 7 - 10 - ,-resource_type 2 - ,-severity_type 2 - ,0
15034,location 181,-event_type 35 - event_type 34 - event_type 21 - ,-feature 220 - feature 312 - feature 233 - feature 232 - feature 235 - feature 135 - ,-1 - 1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,0
9214,location 128,-event_type 34 - event_type 35 - ,-feature 312 - feature 233 - feature 313 - feature 232 - ,-3 - 3 - 3 - 3 - ,-resource_type 2 - ,-severity_type 2 - ,1
16314,location 1052,-event_type 15 - event_type 11 - ,-feature 82 - feature 201 - feature 80 - feature 203 - ,-5 - 7 - 5 - 3 - ,-resource_type 8 - ,-severity_type 1 - ,1
14321,location 500,-event_type 34 - event_type 35 - ,-feature 235 - feature 232 - feature 315 - feature 313 - feature 233 - feature 312 - ,-1 - 1 - 2 - 3 - 3 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
13901,location 830,-event_type 11 - ,-feature 170 - feature 54 - ,-125 - 143 - ,-resource_type 8 - ,-severity_type 1 - ,0
1214,location 270,-event_type 35 - event_type 34 - ,-feature 312 - feature 313 - feature 233 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,1
12095,location 471,-event_type 35 - event_type 34 - ,-feature 313 - feature 233 - ,-11 - 11 - ,-resource_type 2 - ,-severity_type 2 - ,0
6463,location 149,-event_type 35 - event_type 34 - ,-feature 233 - feature 315 - feature 232 - feature 312 - feature 235 - ,-1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,1
7157,location 476,-event_type 34 - event_type 35 - ,-feature 312 - feature 309 - feature 229 - feature 314 - feature 234 - ,-1 - 6 - 5 - 27 - 22 - ,-resource_type 2 - ,-severity_type 2 - ,0
17283,location 995,-event_type 15 - event_type 11 - ,-feature 80 - feature 71 - feature 193 - feature 82 - ,-4 - 4 - 1 - 8 - ,-resource_type 8 - ,-severity_type 1 - ,1
2015,location 944,-event_type 32 - ,-feature 280 - ,-3 - ,-resource_type 8 - ,-severity_type 4 - ,0
2807,location 451,-event_type 35 - event_type 20 - event_type 34 - ,-feature 221 - feature 219 - feature 134 - feature 301 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,0
8618,location 450,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-5 - 4 - ,-resource_type 2 - ,-severity_type 2 - ,0
5444,location 1086,-event_type 15 - ,-feature 82 - ,-6 - ,-resource_type 8 - ,-severity_type 2 - ,0
15211,location 735,-event_type 11 - ,-feature 73 - ,-2 - ,-resource_type 8 - ,-severity_type 2 - ,0
4657,location 600,-event_type 15 - ,-feature 82 - feature 203 - ,-23 - 1 - ,-resource_type 8 - ,-severity_type 2 - ,1
788,location 481,-event_type 21 - event_type 35 - ,-feature 220 - feature 135 - feature 301 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,1
13112,location 976,-event_type 15 - event_type 11 - ,-feature 203 - feature 82 - feature 201 - feature 80 - ,-13 - 24 - 5 - 5 - ,-resource_type 8 - ,-severity_type 1 - ,0
2940,location 666,-event_type 11 - ,-feature 171 - feature 55 - ,-8 - 8 - ,-resource_type 8 - ,-severity_type 1 - ,0
9936,location 260,-event_type 35 - event_type 20 - ,-feature 301 - feature 134 - feature 219 - ,-2 - 2 - 2 - ,-resource_type 2 - ,-severity_type 1 - ,1
8663,location 957,-event_type 11 - ,-feature 191 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - ,0
9163,location 710,-event_type 11 - ,-feature 73 - feature 171 - feature 195 - feature 55 - ,-1 - 2 - 1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,0
18409,location 810,-event_type 15 - event_type 54 - ,-feature 82 - feature 203 - ,-14 - 4 - ,-resource_type 8 - ,-severity_type 1 - ,2
2571,location 892,-event_type 44 - event_type 45 - event_type 42 - event_type 43 - ,-feature 378 - feature 368 - feature 283 - feature 293 - feature 290 - feature 291 - feature 376 - feature 375 - ,-37 - 28 - 20 - 15 - 3 - 18 - 29 - 25 - ,-resource_type 2 - ,-severity_type 1 - ,0
4274,location 962,-event_type 15 - ,-feature 82 - feature 203 - ,-32 - 20 - ,-resource_type 8 - ,-severity_type 2 - ,2
17470,location 1008,-event_type 15 - ,-feature 82 - feature 80 - feature 203 - ,-4 - 1 - 2 - ,-resource_type 8 - ,-severity_type 2 - ,1
12372,location 493,-event_type 35 - event_type 34 - ,-feature 314 - feature 312 - feature 229 - feature 232 - feature 309 - feature 234 - ,-11 - 1 - 4 - 1 - 5 - 8 - ,-resource_type 2 - ,-severity_type 2 - ,0
2144,location 204,-event_type 34 - event_type 35 - ,-feature 232 - feature 307 - feature 312 - feature 227 - feature 313 - feature 233 - ,-1 - 1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
9664,location 1,-event_type 15 - ,-feature 198 - feature 76 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 2 - ,1
18537,location 149,-event_type 35 - ,-feature 313 - feature 307 - feature 312 - ,-2 - 1 - 1 - ,-resource_type 2 - ,-severity_type 4 - ,0
6414,location 1050,-event_type 13 - ,-feature 273 - feature 345 - ,-1 - 1 - ,-resource_type 6 - ,-severity_type 1 - ,0
17153,location 488,-event_type 35 - event_type 34 - ,-feature 314 - feature 233 - feature 313 - feature 232 - feature 312 - ,-2 - 2 - 2 - 2 - 11 - ,-resource_type 2 - ,-severity_type 2 - ,0
12722,location 95,-event_type 35 - ,-feature 312 - feature 307 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 4 - ,0
14705,location 812,-event_type 11 - ,-feature 73 - feature 195 - ,-1 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,0
16748,location 471,-event_type 20 - event_type 35 - ,-feature 219 - feature 301 - feature 134 - feature 312 - ,-1 - 2 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,0
12407,location 899,-event_type 42 - event_type 44 - event_type 43 - event_type 45 - ,-feature 376 - feature 375 - feature 283 - feature 291 - feature 368 - feature 378 - ,-4 - 3 - 1 - 1 - 4 - 2 - ,-resource_type 2 - ,-severity_type 1 - ,1
8489,location 583,-event_type 20 - ,-feature 134 - feature 219 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 1 - ,0
5312,location 242,-event_type 34 - event_type 35 - ,-feature 229 - feature 312 - feature 309 - feature 314 - feature 232 - feature 234 - ,-28 - 42 - 52 - 69 - 34 - 55 - ,-resource_type 2 - ,-severity_type 2 - ,0
6583,location 504,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-1 - 4 - ,-resource_type 2 - ,-severity_type 2 - ,0
2963,location 962,-event_type 15 - ,-feature 203 - feature 82 - ,-17 - 32 - ,-resource_type 8 - ,-severity_type 2 - ,2
3160,location 318,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-1 - 3 - ,-resource_type 2 - ,-severity_type 2 - ,1
13220,location 89,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-11 - 11 - ,-resource_type 2 - ,-severity_type 2 - ,1
6020,location 1052,-event_type 54 - event_type 15 - ,-feature 82 - feature 203 - ,-6 - 3 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - ,1
2431,location 961,-event_type 32 - event_type 11 - ,-feature 68 - feature 54 - feature 280 - feature 170 - ,-1 - 1 - 2 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,0
15988,location 1107,-event_type 11 - event_type 15 - ,-feature 71 - feature 193 - feature 82 - ,-12 - 5 - 14 - ,-resource_type 8 - ,-severity_type 1 - ,0
7564,location 303,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,1
13028,location 478,-event_type 34 - event_type 35 - ,-feature 308 - feature 229 - feature 309 - feature 312 - feature 232 - feature 234 - feature 314 - feature 313 - feature 228 - ,-3 - 18 - 31 - 14 - 7 - 36 - 56 - 1 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
9882,location 506,-event_type 34 - event_type 35 - ,-feature 311 - feature 234 - feature 314 - feature 312 - feature 229 - feature 309 - feature 232 - feature 236 - feature 316 - feature 315 - feature 228 - feature 308 - ,-1 - 52 - 47 - 50 - 41 - 54 - 84 - 2 - 5 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
12494,location 469,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-45 - 44 - ,-resource_type 2 - ,-severity_type 2 - ,0
18443,location 1107,-event_type 11 - event_type 15 - ,-feature 71 - feature 201 - feature 193 - feature 82 - feature 80 - ,-9 - 3 - 4 - 7 - 4 - ,-resource_type 8 - ,-severity_type 1 - ,1
9226,location 322,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-3 - 3 - ,-resource_type 2 - ,-severity_type 2 - ,1
8137,location 459,-event_type 35 - event_type 34 - ,-feature 314 - feature 232 - feature 312 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
16504,location 496,-event_type 35 - event_type 34 - ,-feature 233 - feature 312 - feature 313 - feature 232 - ,-2 - 32 - 2 - 35 - ,-resource_type 2 - ,-severity_type 2 - ,0
11620,location 1061,-event_type 15 - ,-feature 82 - ,-14 - ,-resource_type 8 - ,-severity_type 2 - ,0
6051,location 1107,-event_type 15 - event_type 11 - ,-feature 201 - feature 80 - feature 203 - feature 71 - feature 193 - feature 82 - ,-5 - 6 - 3 - 6 - 2 - 64 - ,-resource_type 8 - ,-severity_type 1 - ,1
4090,location 309,-event_type 20 - event_type 35 - ,-feature 301 - feature 312 - feature 219 - feature 134 - ,-2 - 1 - 2 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,0
13205,location 845,-event_type 11 - event_type 15 - ,-feature 71 - feature 193 - feature 203 - feature 82 - ,-3 - 2 - 23 - 29 - ,-resource_type 8 - ,-severity_type 1 - ,2
12317,location 244,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-14 - 14 - ,-resource_type 2 - ,-severity_type 2 - ,0
2305,location 79,-event_type 10 - event_type 28 - event_type 20 - event_type 26 - event_type 54 - ,-feature 219 - feature 134 - feature 349 - feature 212 - feature 35 - feature 150 - feature 276 - ,-1 - 1 - 1 - 1 - 1 - 1 - 1 - ,-resource_type 9 - resource_type 3 - resource_type 2 - ,-severity_type 1 - ,1
9912,location 124,-event_type 34 - event_type 35 - ,-feature 232 - feature 233 - feature 315 - feature 312 - feature 313 - feature 235 - ,-3 - 6 - 4 - 5 - 5 - 5 - ,-resource_type 2 - ,-severity_type 2 - ,0
15791,location 1099,-event_type 11 - ,-feature 202 - feature 81 - ,-15 - 24 - ,-resource_type 8 - ,-severity_type 1 - ,0
9146,location 896,-event_type 43 - event_type 42 - event_type 44 - event_type 45 - ,-feature 378 - feature 291 - feature 290 - feature 368 - feature 376 - feature 283 - feature 375 - feature 293 - ,-1 - 5 - 2 - 5 - 5 - 5 - 5 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,0
6962,location 437,-event_type 20 - event_type 35 - event_type 11 - event_type 34 - ,-feature 312 - feature 219 - feature 67 - feature 232 - feature 134 - ,-10 - 1 - 1 - 6 - 1 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - ,1
515,location 518,-event_type 34 - event_type 35 - ,-feature 235 - feature 315 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
4624,location 601,-event_type 13 - ,-feature 273 - feature 345 - ,-2 - 4 - ,-resource_type 6 - ,-severity_type 1 - ,1
13307,location 1094,-event_type 6 - event_type 15 - event_type 11 - ,-feature 64 - feature 198 - feature 172 - feature 76 - feature 68 - ,-1 - 2 - 1 - 5 - 1 - ,-resource_type 8 - resource_type 1 - ,-severity_type 1 - ,1
13533,location 891,-event_type 11 - ,-feature 195 - feature 73 - ,-22 - 29 - ,-resource_type 8 - ,-severity_type 1 - ,0
11483,location 1112,-event_type 11 - ,-feature 87 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - ,0
17656,location 500,-event_type 34 - event_type 35 - ,-feature 232 - feature 315 - feature 312 - feature 313 - feature 235 - ,-2 - 3 - 2 - 1 - 4 - ,-resource_type 2 - ,-severity_type 2 - ,0
16188,location 282,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-2 - 3 - ,-resource_type 2 - ,-severity_type 2 - ,0
4800,location 957,-event_type 11 - ,-feature 70 - feature 191 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 2 - ,0
7850,location 1121,-event_type 20 - ,-feature 134 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - ,1
8696,location 760,-event_type 54 - event_type 11 - ,-feature 54 - ,-1 - ,-resource_type 2 - resource_type 8 - ,-severity_type 2 - ,0
651,location 445,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-4 - 5 - ,-resource_type 2 - ,-severity_type 2 - ,0
14352,location 380,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-9 - 13 - ,-resource_type 2 - ,-severity_type 2 - ,0
3755,location 1037,-event_type 11 - ,-feature 170 - ,-16 - ,-resource_type 8 - ,-severity_type 1 - ,0
3690,location 330,-event_type 35 - event_type 20 - ,-feature 301 - feature 219 - feature 134 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,1
12625,location 826,-event_type 20 - ,-feature 219 - feature 134 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,0
7834,location 938,-event_type 11 - ,-feature 202 - feature 81 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 2 - ,0
8841,location 826,-event_type 54 - ,-feature 360 - feature 362 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 4 - ,1
7851,location 1008,-event_type 15 - ,-feature 82 - feature 80 - feature 203 - feature 201 - ,-56 - 16 - 5 - 3 - ,-resource_type 8 - ,-severity_type 2 - ,2
4004,location 292,-event_type 34 - event_type 35 - ,-feature 233 - feature 313 - feature 312 - feature 232 - ,-3 - 2 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,1
5669,location 390,-event_type 11 - event_type 34 - event_type 35 - ,-feature 307 - feature 160 - feature 227 - feature 232 - feature 312 - feature 44 - ,-1 - 3 - 1 - 2 - 2 - 3 - ,-resource_type 2 - resource_type 8 - ,-severity_type 2 - ,1
12198,location 1052,-event_type 15 - event_type 11 - ,-feature 82 - feature 203 - feature 111 - feature 80 - feature 201 - ,-21 - 33 - 3 - 37 - 52 - ,-resource_type 8 - ,-severity_type 1 - ,0
17078,location 12,-event_type 11 - event_type 15 - ,-feature 56 - feature 172 - ,-451 - 354 - ,-resource_type 8 - ,-severity_type 1 - ,0
15010,location 600,-event_type 15 - ,-feature 203 - feature 82 - ,-3 - 6 - ,-resource_type 8 - ,-severity_type 2 - ,0
4849,location 476,-event_type 35 - event_type 34 - ,-feature 232 - feature 229 - feature 234 - feature 309 - feature 314 - feature 312 - ,-6 - 8 - 25 - 10 - 28 - 7 - ,-resource_type 2 - ,-severity_type 2 - ,0
6783,location 474,-event_type 35 - event_type 34 - ,-feature 312 - feature 233 - feature 232 - feature 315 - feature 235 - feature 313 - ,-2 - 1 - 1 - 2 - 1 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
6237,location 477,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-19 - 17 - ,-resource_type 2 - ,-severity_type 2 - ,0
18195,location 809,-event_type 15 - event_type 11 - ,-feature 193 - ,-4 - ,-resource_type 8 - ,-severity_type 1 - ,0
11250,location 323,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-4 - 4 - ,-resource_type 2 - ,-severity_type 2 - ,0
9022,location 1111,-event_type 11 - ,-feature 170 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - ,0
2879,location 313,-event_type 20 - event_type 34 - event_type 35 - ,-feature 134 - feature 219 - feature 312 - feature 313 - feature 235 - feature 301 - feature 233 - feature 232 - feature 307 - ,-1 - 1 - 2 - 11 - 1 - 1 - 12 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,0
10016,location 756,-event_type 11 - event_type 54 - ,-feature 362 - feature 360 - feature 170 - feature 54 - ,-1 - 1 - 1 - 2 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,0
18139,location 1072,-event_type 11 - ,-feature 81 - feature 202 - ,-8 - 6 - ,-resource_type 8 - ,-severity_type 1 - ,2
4345,location 179,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-38 - 30 - ,-resource_type 2 - ,-severity_type 2 - ,0
6577,location 760,-event_type 11 - ,-feature 85 - feature 170 - feature 54 - feature 206 - ,-1 - 4 - 3 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,1
4169,location 704,-event_type 15 - ,-feature 193 - feature 71 - feature 82 - feature 203 - ,-1 - 1 - 6 - 6 - ,-resource_type 8 - ,-severity_type 2 - ,1
2066,location 495,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-26 - 16 - ,-resource_type 2 - ,-severity_type 2 - ,0
15064,location 473,-event_type 34 - event_type 35 - ,-feature 235 - feature 233 - feature 313 - feature 315 - ,-2 - 1 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
3517,location 519,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - feature 315 - feature 233 - feature 235 - feature 313 - ,-4 - 5 - 2 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
2460,location 445,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-7 - 5 - ,-resource_type 2 - ,-severity_type 2 - ,0
9539,location 520,-event_type 35 - event_type 34 - ,-feature 313 - feature 232 - feature 312 - feature 233 - ,-2 - 10 - 10 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
15996,location 16,-event_type 11 - ,-feature 54 - feature 170 - feature 209 - feature 87 - ,-3 - 3 - 1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,1
2123,location 989,-event_type 11 - event_type 2 - ,-feature 1 - feature 68 - feature 209 - ,-1 - 4 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,1
15017,location 1042,-event_type 15 - ,-feature 203 - feature 82 - ,-7 - 10 - ,-resource_type 8 - ,-severity_type 2 - ,2
9183,location 286,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,1
8838,location 1051,-event_type 11 - ,-feature 170 - feature 54 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,1
558,location 1092,-event_type 11 - ,-feature 170 - ,-4 - ,-resource_type 8 - ,-severity_type 1 - ,1
8597,location 405,-event_type 34 - event_type 20 - event_type 35 - ,-feature 219 - feature 232 - feature 134 - feature 312 - feature 301 - feature 227 - feature 94 - feature 307 - ,-1 - 1 - 1 - 2 - 1 - 1 - 1 - 2 - ,-resource_type 2 - ,-severity_type 1 - ,1
9929,location 504,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-12 - 10 - ,-resource_type 2 - ,-severity_type 2 - ,0
5296,location 484,-event_type 35 - event_type 34 - ,-feature 315 - feature 229 - feature 235 - feature 312 - feature 230 - feature 314 - feature 232 - feature 309 - feature 310 - feature 234 - ,-3 - 1 - 3 - 17 - 4 - 1 - 15 - 1 - 3 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
9425,location 763,-event_type 15 - ,-feature 71 - feature 193 - feature 82 - feature 203 - ,-3 - 1 - 2 - 1 - ,-resource_type 8 - ,-severity_type 2 - ,2
4717,location 778,-event_type 15 - ,-feature 82 - feature 203 - feature 201 - feature 80 - ,-2 - 2 - 1 - 2 - ,-resource_type 8 - ,-severity_type 2 - ,1
6344,location 1055,-event_type 15 - ,-feature 193 - feature 71 - ,-1 - 2 - ,-resource_type 8 - ,-severity_type 2 - ,0
5114,location 1061,-event_type 15 - ,-feature 82 - ,-6 - ,-resource_type 8 - ,-severity_type 2 - ,0
16605,location 702,-event_type 11 - ,-feature 87 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - ,0
14975,location 646,-event_type 20 - ,-feature 134 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - ,1
