11066,location 481,-event_type 35 - event_type 34 - ,-feature 230 - feature 310 - feature 228 - feature 308 - ,-24 - 28 - 20 - 26 - ,-resource_type 2 - ,-severity_type 2 - 
1550,location 697,-event_type 11 - event_type 15 - ,-feature 101 - feature 51 - feature 167 - ,-6 - 5 - 3 - ,-resource_type 8 - ,-severity_type 1 - 
8426,location 802,-event_type 23 - event_type 22 - ,-feature 306 - feature 305 - ,-1 - 2 - ,-resource_type 7 - ,-severity_type 4 - 
6451,location 131,-event_type 35 - event_type 34 - ,-feature 301 - feature 221 - ,-2 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
11774,location 839,-event_type 11 - ,-feature 68 - ,-2 - ,-resource_type 8 - ,-severity_type 1 - 
3879,location 1007,-event_type 15 - event_type 11 - ,-feature 63 - feature 183 - ,-4 - 4 - ,-resource_type 8 - ,-severity_type 1 - 
11513,location 950,-event_type 11 - ,-feature 86 - ,-1 - ,-resource_type 8 - ,-severity_type 4 - 
18261,location 599,-event_type 11 - ,-feature 193 - feature 71 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
14652,location 1052,-event_type 15 - event_type 54 - ,-feature 203 - feature 82 - ,-2 - 21 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - 
9478,location 475,-event_type 35 - event_type 34 - ,-feature 314 - feature 234 - feature 312 - ,-16 - 9 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
7242,location 892,-event_type 44 - event_type 42 - ,-feature 283 - feature 291 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
3094,location 892,-event_type 42 - event_type 43 - event_type 44 - ,-feature 291 - feature 290 - feature 283 - feature 375 - feature 376 - feature 368 - ,-6 - 3 - 6 - 15 - 16 - 16 - ,-resource_type 2 - ,-severity_type 1 - 
396,location 846,-event_type 15 - ,-feature 82 - feature 203 - ,-12 - 11 - ,-resource_type 8 - ,-severity_type 2 - 
13459,location 885,-event_type 11 - ,-feature 195 - feature 73 - ,-1 - 2 - ,-resource_type 8 - ,-severity_type 2 - 
16152,location 480,-event_type 34 - event_type 35 - ,-feature 310 - feature 230 - feature 228 - feature 308 - ,-24 - 23 - 19 - 20 - ,-resource_type 2 - ,-severity_type 2 - 
11072,location 484,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-3 - 6 - ,-resource_type 2 - ,-severity_type 2 - 
11614,location 948,-event_type 11 - event_type 13 - ,-feature 345 - feature 179 - feature 68 - feature 273 - ,-2 - 1 - 1 - 2 - ,-resource_type 8 - resource_type 6 - ,-severity_type 1 - 
17387,location 320,-event_type 35 - ,-feature 312 - feature 307 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 4 - 
8404,location 1042,-event_type 15 - ,-feature 203 - feature 82 - ,-12 - 42 - ,-resource_type 8 - ,-severity_type 2 - 
5027,location 1010,-event_type 11 - ,-feature 109 - feature 73 - feature 195 - ,-1 - 19 - 14 - ,-resource_type 8 - ,-severity_type 1 - 
14982,location 495,-event_type 34 - event_type 35 - ,-feature 233 - feature 229 - feature 234 - feature 313 - feature 312 - feature 314 - feature 227 - feature 309 - feature 232 - feature 307 - ,-1 - 4 - 3 - 1 - 66 - 4 - 1 - 5 - 68 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
6550,location 734,-event_type 11 - event_type 15 - ,-feature 71 - feature 203 - feature 82 - ,-6 - 4 - 12 - ,-resource_type 8 - ,-severity_type 1 - 
13747,location 496,-event_type 34 - event_type 35 - ,-feature 314 - feature 234 - feature 315 - feature 233 - feature 310 - feature 232 - feature 229 - feature 309 - feature 308 - feature 313 - feature 312 - feature 307 - feature 235 - ,-20 - 25 - 9 - 36 - 1 - 54 - 16 - 15 - 1 - 38 - 60 - 5 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
9829,location 790,-event_type 23 - event_type 54 - ,-feature 306 - ,-5 - ,-resource_type 8 - resource_type 7 - ,-severity_type 1 - 
4389,location 957,-event_type 11 - ,-feature 202 - feature 81 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 2 - 
7604,location 877,-event_type 26 - event_type 29 - ,-feature 132 - feature 276 - feature 349 - feature 217 - ,-2 - 1 - 2 - 1 - ,-resource_type 9 - ,-severity_type 1 - 
10219,location 1054,-event_type 11 - ,-feature 68 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - 
9724,location 463,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-3 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
1885,location 508,-event_type 34 - event_type 35 - ,-feature 314 - feature 232 - feature 315 - feature 312 - feature 235 - feature 229 - feature 309 - feature 234 - ,-12 - 8 - 1 - 23 - 1 - 3 - 12 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
8491,location 417,-event_type 35 - ,-feature 312 - ,-1 - ,-resource_type 2 - ,-severity_type 4 - 
1169,location 1050,-event_type 13 - event_type 11 - ,-feature 68 - feature 273 - feature 118 - ,-11 - 2 - 1 - ,-resource_type 8 - resource_type 6 - ,-severity_type 1 - 
15282,location 242,-event_type 34 - event_type 35 - ,-feature 229 - feature 314 - feature 309 - feature 312 - feature 234 - feature 232 - ,-87 - 44 - 86 - 52 - 45 - 52 - ,-resource_type 2 - ,-severity_type 2 - 
12167,location 126,-event_type 34 - event_type 35 - ,-feature 313 - feature 307 - feature 227 - feature 232 - feature 315 - feature 312 - feature 235 - feature 233 - ,-3 - 1 - 1 - 4 - 1 - 4 - 1 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
6226,location 586,-event_type 11 - ,-feature 195 - feature 73 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
15278,location 237,-event_type 35 - event_type 20 - ,-feature 312 - feature 307 - feature 301 - feature 134 - feature 219 - ,-1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
14161,location 266,-event_type 34 - event_type 35 - ,-feature 227 - feature 312 - feature 307 - feature 232 - feature 313 - ,-2 - 2 - 2 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
8660,location 255,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-6 - 6 - ,-resource_type 2 - ,-severity_type 2 - 
7645,location 1031,-event_type 11 - ,-feature 103 - feature 170 - feature 54 - ,-6 - 4 - 13 - ,-resource_type 8 - ,-severity_type 1 - 
13824,location 734,-event_type 11 - event_type 15 - ,-feature 71 - feature 203 - feature 193 - feature 82 - ,-2 - 6 - 2 - 8 - ,-resource_type 8 - ,-severity_type 1 - 
10778,location 184,-event_type 35 - event_type 34 - ,-feature 227 - feature 229 - feature 232 - feature 309 - feature 307 - feature 312 - ,-1 - 1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
11921,location 627,-event_type 23 - event_type 11 - ,-feature 306 - feature 75 - ,-1 - 1 - ,-resource_type 8 - resource_type 7 - ,-severity_type 2 - 
12629,location 875,-event_type 11 - ,-feature 81 - feature 202 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
14149,location 793,-event_type 11 - ,-feature 195 - feature 73 - ,-14 - 19 - ,-resource_type 8 - ,-severity_type 2 - 
15427,location 1008,-event_type 15 - ,-feature 80 - ,-2 - ,-resource_type 8 - ,-severity_type 2 - 
6320,location 695,-event_type 11 - event_type 20 - ,-feature 81 - feature 202 - feature 134 - feature 219 - ,-2 - 2 - 1 - 1 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - 
12273,location 1015,-event_type 11 - ,-feature 170 - feature 54 - ,-1 - 4 - ,-resource_type 8 - ,-severity_type 1 - 
2916,location 823,-event_type 15 - ,-feature 193 - feature 71 - ,-2 - 8 - ,-resource_type 8 - ,-severity_type 2 - 
15873,location 507,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-25 - 29 - ,-resource_type 2 - ,-severity_type 2 - 
14624,location 488,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-30 - 31 - ,-resource_type 2 - ,-severity_type 2 - 
1733,location 292,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-1 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
2438,location 838,-event_type 11 - ,-feature 171 - feature 55 - ,-1 - 2 - ,-resource_type 8 - ,-severity_type 2 - 
10922,location 9,-event_type 11 - ,-feature 196 - feature 74 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
7471,location 805,-event_type 11 - ,-feature 70 - ,-3 - ,-resource_type 8 - ,-severity_type 2 - 
2428,location 976,-event_type 15 - ,-feature 82 - ,-2 - ,-resource_type 8 - ,-severity_type 2 - 
12312,location 769,-event_type 20 - ,-feature 134 - feature 219 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
5743,location 865,-event_type 11 - ,-feature 54 - ,-4 - ,-resource_type 8 - ,-severity_type 1 - 
4820,location 470,-event_type 34 - event_type 35 - ,-feature 233 - feature 313 - feature 232 - feature 312 - ,-2 - 2 - 3 - 5 - ,-resource_type 2 - ,-severity_type 2 - 
16937,location 948,-event_type 11 - ,-feature 54 - feature 170 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
6864,location 352,-event_type 11 - event_type 35 - ,-feature 44 - feature 94 - feature 160 - ,-2 - 1 - 1 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - 
11141,location 1098,-event_type 11 - ,-feature 170 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - 
10589,location 684,-event_type 15 - ,-feature 71 - feature 82 - ,-1 - 28 - ,-resource_type 8 - ,-severity_type 2 - 
18278,location 794,-event_type 23 - event_type 14 - event_type 11 - ,-feature 47 - feature 306 - feature 163 - ,-1 - 3 - 1 - ,-resource_type 7 - resource_type 4 - resource_type 8 - ,-severity_type 1 - 
36,location 157,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-3 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
3563,location 865,-event_type 11 - event_type 20 - ,-feature 170 - feature 134 - feature 54 - feature 219 - ,-1 - 1 - 2 - 1 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - 
11643,location 600,-event_type 15 - event_type 11 - ,-feature 203 - feature 82 - feature 71 - ,-4 - 33 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
14910,location 894,-event_type 42 - event_type 43 - event_type 44 - ,-feature 368 - feature 290 - feature 291 - feature 376 - feature 375 - feature 283 - ,-6 - 2 - 3 - 6 - 4 - 3 - ,-resource_type 2 - ,-severity_type 1 - 
2133,location 472,-event_type 35 - event_type 34 - ,-feature 312 - feature 307 - feature 232 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
12925,location 821,-event_type 11 - event_type 15 - ,-feature 201 - feature 203 - feature 71 - feature 80 - feature 193 - feature 82 - ,-1 - 17 - 2 - 1 - 3 - 18 - ,-resource_type 8 - ,-severity_type 1 - 
17998,location 460,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - feature 234 - feature 314 - ,-30 - 29 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
15667,location 499,-event_type 34 - event_type 35 - ,-feature 235 - feature 233 - feature 315 - feature 313 - feature 232 - feature 312 - ,-36 - 34 - 60 - 33 - 23 - 20 - ,-resource_type 2 - ,-severity_type 2 - 
11592,location 751,-event_type 20 - ,-feature 219 - feature 134 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 1 - 
17557,location 1019,-event_type 15 - ,-feature 82 - feature 203 - ,-15 - 7 - ,-resource_type 8 - ,-severity_type 2 - 
463,location 179,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
9491,location 475,-event_type 34 - event_type 35 - ,-feature 234 - feature 312 - feature 232 - feature 314 - ,-7 - 21 - 21 - 15 - ,-resource_type 2 - ,-severity_type 2 - 
16193,location 1024,-event_type 11 - ,-feature 195 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - 
5450,location 1107,-event_type 15 - event_type 11 - ,-feature 82 - feature 71 - feature 193 - feature 203 - ,-34 - 16 - 16 - 30 - ,-resource_type 8 - ,-severity_type 1 - 
1153,location 846,-event_type 15 - ,-feature 82 - feature 203 - ,-6 - 5 - ,-resource_type 8 - ,-severity_type 2 - 
8441,location 430,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
16326,location 520,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-15 - 15 - ,-resource_type 2 - ,-severity_type 2 - 
16317,location 704,-event_type 11 - event_type 15 - ,-feature 82 - feature 203 - ,-21 - 9 - ,-resource_type 8 - ,-severity_type 1 - 
180,location 735,-event_type 20 - ,-feature 134 - feature 219 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
17881,location 798,-event_type 15 - ,-feature 203 - feature 82 - ,-7 - 8 - ,-resource_type 8 - ,-severity_type 2 - 
11473,location 730,-event_type 20 - ,-feature 134 - feature 219 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
12813,location 409,-event_type 35 - event_type 34 - ,-feature 233 - feature 235 - feature 315 - feature 313 - ,-2 - 2 - 2 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
8051,location 1094,-event_type 11 - ,-feature 66 - feature 188 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
2553,location 126,-event_type 34 - event_type 35 - ,-feature 233 - feature 312 - feature 235 - feature 313 - feature 315 - feature 232 - ,-4 - 3 - 3 - 9 - 4 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
10887,location 653,-event_type 15 - event_type 11 - ,-feature 203 - feature 201 - feature 80 - feature 82 - ,-15 - 11 - 18 - 18 - ,-resource_type 8 - ,-severity_type 1 - 
12548,location 518,-event_type 35 - event_type 34 - ,-feature 309 - feature 315 - feature 233 - feature 313 - feature 314 - feature 236 - feature 316 - feature 234 - feature 229 - ,-6 - 2 - 8 - 10 - 33 - 4 - 14 - 40 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
13920,location 1018,-event_type 15 - event_type 11 - ,-feature 80 - ,-18 - ,-resource_type 8 - ,-severity_type 1 - 
11556,location 846,-event_type 15 - ,-feature 82 - feature 203 - ,-16 - 10 - ,-resource_type 8 - ,-severity_type 2 - 
7160,location 793,-event_type 11 - ,-feature 73 - feature 195 - ,-27 - 12 - ,-resource_type 8 - ,-severity_type 1 - 
15942,location 584,-event_type 11 - ,-feature 73 - ,-4 - ,-resource_type 8 - ,-severity_type 2 - 
12356,location 897,-event_type 11 - ,-feature 166 - feature 50 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
7489,location 977,-event_type 30 - ,-feature 133 - ,-2 - ,-resource_type 9 - ,-severity_type 5 - 
17949,location 1018,-event_type 11 - ,-feature 80 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - 
6515,location 1107,-event_type 11 - event_type 15 - ,-feature 203 - feature 71 - feature 82 - feature 193 - ,-3 - 5 - 63 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
15192,location 1008,-event_type 15 - ,-feature 80 - feature 82 - ,-5 - 10 - ,-resource_type 8 - ,-severity_type 2 - 
15928,location 491,-event_type 35 - event_type 34 - ,-feature 315 - feature 232 - feature 235 - feature 312 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
5583,location 466,-event_type 34 - event_type 35 - ,-feature 234 - feature 312 - feature 229 - feature 314 - feature 309 - feature 232 - ,-1 - 2 - 1 - 1 - 1 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
8797,location 714,-event_type 13 - event_type 11 - ,-feature 273 - feature 345 - feature 68 - ,-1 - 1 - 3 - ,-resource_type 8 - resource_type 6 - ,-severity_type 1 - 
8325,location 509,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-4 - 4 - ,-resource_type 2 - ,-severity_type 2 - 
9881,location 964,-event_type 11 - ,-feature 70 - feature 191 - feature 107 - ,-4 - 3 - 23 - ,-resource_type 8 - ,-severity_type 1 - 
8809,location 419,-event_type 35 - event_type 34 - ,-feature 235 - feature 315 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
10098,location 710,-event_type 11 - ,-feature 195 - feature 73 - ,-6 - 6 - ,-resource_type 8 - ,-severity_type 2 - 
17765,location 909,-event_type 11 - event_type 13 - ,-feature 345 - feature 179 - feature 68 - ,-1 - 1 - 1 - ,-resource_type 8 - resource_type 6 - ,-severity_type 1 - 
6454,location 783,-event_type 20 - ,-feature 134 - feature 219 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
8070,location 446,-event_type 34 - event_type 35 - ,-feature 313 - feature 315 - feature 312 - feature 232 - feature 233 - ,-1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
11553,location 368,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-3 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
10004,location 823,-event_type 15 - ,-feature 71 - feature 193 - ,-5 - 2 - ,-resource_type 8 - ,-severity_type 2 - 
16776,location 471,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - feature 313 - feature 233 - ,-48 - 59 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
15538,location 102,-event_type 34 - ,-feature 230 - ,-1 - ,-resource_type 2 - ,-severity_type 2 - 
12566,location 811,-event_type 20 - ,-feature 219 - feature 134 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 1 - 
5722,location 1042,-event_type 15 - ,-feature 82 - ,-4 - ,-resource_type 8 - ,-severity_type 2 - 
12481,location 723,-event_type 11 - ,-feature 155 - feature 182 - feature 87 - ,-8 - 1 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
10935,location 151,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
13242,location 353,-event_type 35 - event_type 34 - ,-feature 307 - feature 232 - feature 312 - feature 227 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
11666,location 300,-event_type 35 - event_type 34 - ,-feature 307 - feature 313 - feature 227 - feature 312 - feature 233 - feature 232 - ,-13 - 7 - 15 - 1 - 7 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
7519,location 477,-event_type 34 - event_type 35 - ,-feature 232 - feature 309 - feature 312 - feature 314 - feature 234 - feature 229 - ,-6 - 28 - 10 - 74 - 68 - 25 - ,-resource_type 2 - ,-severity_type 2 - 
4310,location 369,-event_type 35 - event_type 11 - event_type 34 - ,-feature 278 - feature 277 - feature 354 - feature 44 - feature 211 - feature 160 - feature 353 - feature 94 - ,-5 - 5 - 9 - 9 - 6 - 9 - 9 - 9 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - 
12161,location 1109,-event_type 14 - event_type 11 - ,-feature 54 - ,-2 - ,-resource_type 8 - resource_type 4 - ,-severity_type 2 - 
15759,location 298,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
2889,location 498,-event_type 34 - event_type 35 - ,-feature 315 - feature 232 - feature 234 - feature 312 - feature 316 - feature 313 - feature 233 - feature 314 - feature 235 - ,-7 - 2 - 18 - 3 - 2 - 47 - 50 - 21 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
5918,location 878,-event_type 11 - ,-feature 195 - feature 68 - feature 73 - ,-14 - 1 - 9 - ,-resource_type 8 - ,-severity_type 1 - 
13888,location 1018,-event_type 15 - ,-feature 80 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - 
4687,location 924,-event_type 11 - ,-feature 170 - feature 54 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
14147,location 1094,-event_type 11 - ,-feature 56 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - 
384,location 202,-event_type 35 - event_type 34 - ,-feature 232 - feature 307 - feature 227 - feature 312 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
10402,location 1008,-event_type 11 - event_type 15 - ,-feature 203 - feature 82 - feature 80 - feature 201 - ,-32 - 66 - 13 - 11 - ,-resource_type 8 - ,-severity_type 1 - 
5788,location 1052,-event_type 15 - ,-feature 82 - feature 203 - ,-10 - 8 - ,-resource_type 8 - ,-severity_type 2 - 
1327,location 584,-event_type 11 - ,-feature 195 - feature 73 - ,-1 - 3 - ,-resource_type 8 - ,-severity_type 1 - 
12238,location 810,-event_type 15 - ,-feature 203 - feature 71 - feature 82 - ,-1 - 1 - 30 - ,-resource_type 8 - ,-severity_type 2 - 
